ID,edad,meses,max_ant,ingreso,score,tipo_vivienda,zona,nivel,riesgo
3403,51,337,0,1374,188,2,1,2,1
3404,26,173,14,1228.38,190,4,1,5,1
3405,30,122,16,2000,180,2,1,5,1
3406,26,163,0,1200,170,3,2,5,1
3410,33,194,49,4655,226,2,5,2,1
3411,53,143,12,3085,217,4,3,2,1
3412,24,142,0,644.72,172,2,1,4,1
3414,33,249,37,6000,190,2,3,2,1
3415,32,156,28,905.56,187,4,1,5,1
3418,42,138,0,2800,205,2,1,4,1
3419,37,164,0,6000,214,2,1,2,1
3422,27,146,0,1129.09,196,2,1,2,1
3423,31,181,15,741.65,211,4,1,5,1
3424,22,128,6,2500,173,2,1,5,1
3433,22,124,0,1054.47,183,2,2,2,1
3435,30,153,5,2200,200,2,3,2,1
3439,47,186,0,1250,180,2,1,5,1
3440,34,173,13,4550,216,2,1,2,1
3441,33,120,0,1170.31,194,4,3,5,1
3443,41,116,52,3784.12,190,2,3,5,1
3444,38,232,37,3600,194,2,1,5,1
3445,52,211,0,3137.25,197,2,3,5,1
3449,33,126,68,1400,198,4,1,3,1
3451,48,225,22,7000,219,2,1,2,1
3457,32,210,26,2100,173,2,1,2,1
3458,32,127,12,2985.8,211,2,2,5,1
3459,35,189,0,1310,198,2,1,2,1
3461,53,494,7,2200,216,4,3,5,1
3464,44,158,109,3555,209,2,1,5,1
3465,20,186,0,8750,160,2,4,2,1
3469,23,134,0,1100,168,4,1,5,1
3470,40,135,46,6500,191,1,3,2,1
3471,51,162,0,5500,216,4,3,5,1
3477,33,239,76,2050,197,2,1,5,1
3478,25,141,0,1043.77,170,2,5,2,1
3479,30,210,0,700,168,2,1,4,1
3485,34,123,0,758.81,178,3,1,5,1
3486,27,150,0,2800,205,4,3,5,1
3491,31,217,0,1500,207,4,1,5,1
3492,31,114,0,1256,195,2,1,2,1
3496,38,146,48,6095,213,4,1,5,1
3499,40,134,0,1890.11,201,4,2,5,1
3503,46,182,12,1280,173,2,3,5,1
3504,25,131,0,2815.16,174,2,1,5,1
3505,28,132,12,1002.39,197,4,4,4,1
3506,29,144,15,4000,207,2,3,2,1
3507,46,157,0,1300,188,2,1,4,1
3508,42,139,0,4550,205,2,3,2,1
3509,46,142,0,1500,170,2,1,2,1
3511,29,167,57,3555,221,4,1,2,1
3512,23,160,12,2000,180,2,1,2,1
3513,32,131,0,30000,228,4,1,1,1
3518,26,188,12,11812,186,2,1,5,1
3520,41,252,0,2019.79,185,2,1,5,1
3521,29,181,0,755.8,194,2,1,5,1
3522,33,101,24,3000,175,2,1,2,1
3523,51,174,0,1100,199,4,2,5,1
3524,36,144,7,1228.92,196,4,1,5,1
3525,31,172,25,2200,193,2,1,2,1
3526,31,114,26,3000,195,2,3,2,1
3527,32,176,0,2000,214,4,3,2,1
3528,53,131,15,6000,199,1,1,4,1
3529,33,150,40,1555.51,192,2,3,5,1
3530,33,150,40,2500,191,2,3,5,1
3531,36,200,0,2545.53,185,2,2,1,1
3532,38,159,0,4700,233,4,1,2,1
3533,51,148,0,3500,217,4,1,2,1
3536,41,285,75,1450,235,4,3,2,1
3537,52,499,0,5324.69,180,2,1,2,1
3538,32,182,0,4000,195,2,1,2,1
3539,39,166,6,2581,182,2,3,2,1
3541,59,393,87,1700,207,2,1,2,1
3542,46,233,0,4000,207,4,3,5,1
3544,25,154,13,1600,211,2,1,5,1
3547,27,168,40,3459.71,213,4,1,2,1
3549,34,112,47,4400,197,2,3,2,1
3550,37,148,0,1000,180,2,1,2,1
3553,33,175,47,2817,219,2,4,4,1
3558,32,142,78,6624,199,4,1,2,1
3562,40,167,0,4500,217,2,1,2,1
3563,36,133,61,3000,202,2,1,2,1
3564,41,226,0,2850,209,4,1,5,1
3568,23,143,0,1404.54,161,2,1,5,1
3571,27,127,0,900,168,2,1,5,1
3572,57,197,38,2398,212,2,3,2,1
3575,48,163,68,4501.49,185,2,1,2,1
3576,51,167,11,2000,221,2,1,2,1
3577,36,182,0,1800,201,4,3,5,1
3579,29,230,59,9200,199,2,1,2,1
3585,48,130,57,8000,185,2,1,2,1
3587,22,144,0,2100,180,2,1,4,1
3589,32,133,0,2200,211,4,3,5,1
3592,38,193,82,30000,190,2,3,2,1
3594,28,221,45,5070,233,4,1,2,1
3595,38,112,0,1677.58,192,4,5,1,1
3596,27,144,8,8250,222,2,1,2,1
3599,42,135,0,3400,199,2,1,2,1
3603,41,139,0,1805.89,178,2,1,5,1
3605,31,133,9,793,175,2,5,5,1
3607,33,149,0,625.35,175,2,1,5,1
3608,38,125,118,7500,195,2,1,2,1
3609,35,157,0,2100,202,2,1,2,1
3611,22,172,24,7000,201,4,1,2,1
3612,25,136,20,2500,198,2,1,5,1
3613,45,369,49,2500,197,2,1,5,1
3614,29,194,9,4900,215,1,1,2,1
3620,52,218,0,2366,176,2,2,2,1
3626,25,143,4,1193.15,188,4,1,5,1
3627,28,153,37,595.99,175,2,1,5,1
3629,21,127,0,1281.37,180,2,1,2,1
3630,50,127,11,2247,216,4,3,5,1
3631,35,286,54,3690,170,2,1,4,1
3636,33,160,0,1100,178,2,5,2,1
3637,24,132,0,895.42,159,2,1,2,1
3638,29,128,9,784,194,4,1,5,1
3639,29,186,0,1012.86,213,4,1,5,1
3640,36,160,0,2987.08,233,4,1,2,1
3644,31,156,0,848.75,175,2,1,5,1
3645,37,162,98,2100,211,2,1,2,1
3646,23,119,0,1974.42,164,2,1,2,1
3647,43,300,0,1800,197,4,3,2,1
3649,28,210,15,1200,194,4,1,5,1
3650,25,139,47,2700,186,2,1,5,1
3652,28,129,13,1400,196,4,1,5,1
3657,32,198,0,1500,180,2,1,2,1
3658,45,153,0,2200,197,2,3,5,1
3660,31,138,18,1338,155,2,1,5,1
3662,32,129,11,1200,183,2,3,2,1
3663,28,210,3,5000,208,2,3,2,1
3666,36,282,29,1583,186,2,1,2,1
3668,36,120,61,3500,197,2,1,2,1
3669,36,239,0,800,215,2,1,5,1
3675,51,210,88,10500,218,4,3,2,1
3678,40,234,0,2500,184,4,1,5,1
3685,46,209,55,30000,204,4,1,4,1
3686,38,180,15,1200,175,2,2,5,1
3689,36,161,89,2100,201,4,1,2,1
3692,28,140,13,1450,177,2,2,5,1
3693,32,246,0,1700,188,2,1,2,1
3696,35,148,21,6586.12,182,2,5,2,1
3697,32,138,0,2500,200,2,4,2,1
3700,32,150,26,7650,205,4,1,2,1
3702,37,136,16,1300,189,2,1,5,1
3703,32,148,31,3724.37,195,2,1,2,1
3705,29,127,0,1094.19,175,2,5,5,1
3706,28,210,23,6600,185,2,1,5,1
3707,37,159,13,1000,168,2,1,1,1
3709,32,119,10,2000,181,2,1,2,1
3712,27,176,26,1100,188,4,1,5,1
3713,42,273,0,1000,178,2,1,5,1
3714,28,139,0,1189.97,221,4,3,2,1
3716,32,246,0,15000,197,2,1,1,1
3717,36,145,56,6518.78,196,4,1,2,1
3719,44,138,0,1800,202,2,1,2,1
3721,23,141,23,1200,178,2,1,2,1
3725,28,160,14,790,195,2,1,2,1
3727,59,135,0,2731.37,204,2,2,5,1
3728,30,142,9,3889,175,2,3,2,1
3730,35,142,0,3500,227,2,3,5,1
3733,27,210,16,1300,207,4,1,5,1
3734,36,183,15,750,196,2,1,5,1
3735,28,163,29,23600,231,4,3,2,1
3742,27,198,36,4727,189,2,1,2,1
3744,32,144,0,4000,216,4,3,5,1
3748,53,270,0,3500,215,2,1,2,1
3750,31,129,10,2100,200,2,1,2,1
3751,28,162,9,1047.29,194,4,2,5,1
3753,25,120,0,916.09,177,2,1,2,1
3757,50,367,0,3400,231,4,1,2,1
3758,33,221,0,20300,221,4,1,2,1
3759,29,165,0,16305,214,4,1,2,1
3763,43,122,7,1974.39,194,4,1,5,1
3764,32,117,4,2500,192,2,1,5,1
3765,28,143,8,2314.04,189,4,3,5,1
3766,37,172,98,15846,230,4,1,4,1
3767,49,234,30,1540,209,4,1,5,1
3768,35,120,0,1450.92,194,2,5,5,1
3769,38,126,7,3069.23,221,4,3,2,1
3770,45,136,0,1639.08,193,2,5,2,1
3772,38,131,12,2400,213,4,1,5,1
3773,31,141,47,2800,180,2,5,2,1
3774,39,239,8,4000,209,2,5,2,1
3775,27,131,9,736.83,191,2,1,2,1
3777,45,162,39,1291.49,180,2,1,5,1
3779,60,210,47,30000,211,2,1,3,1
3781,41,342,78,15825,182,2,1,2,1
3783,32,130,0,5500,219,4,3,2,1
3784,52,234,39,3099,196,1,3,5,1
3789,31,181,34,1441.01,197,4,1,4,1
3791,36,176,79,1650,215,2,1,5,1
3795,31,240,27,6600,195,2,1,5,1
3796,49,297,106,6250,223,4,1,2,1
3797,25,130,0,1096.79,156,2,1,5,1
3799,23,125,7,691.17,156,2,3,5,1
3800,25,130,0,900,188,4,3,2,1
3801,46,155,105,1100,216,4,1,5,1
3803,22,170,0,1258.85,183,4,5,2,1
3810,28,133,30,1600,188,2,1,2,1
3811,35,196,22,800,177,2,1,5,1
3812,20,137,9,2500,219,4,1,4,1
3815,27,161,13,4300,194,2,1,2,1
3818,65,166,0,2500,219,2,1,2,1
3819,65,166,0,2500,219,2,1,2,1
3820,41,169,0,1772.1,213,2,1,2,1
3822,27,148,12,4500,227,4,1,2,1
3826,39,232,0,700,178,2,1,5,1
3827,33,167,22,2200,214,4,1,2,1
3828,28,126,7,2500,189,2,1,2,1
3829,36,260,24,9000,183,2,3,2,1
3831,31,149,29,665.9,175,2,1,5,1
3834,30,165,67,3000,233,4,1,2,1
3835,42,143,0,755.24,186,3,1,5,1
3836,23,116,0,1201.6,175,4,1,5,1
3837,25,174,12,4000,212,2,1,2,1
3838,25,154,0,1600,196,2,1,2,1
3840,34,192,26,2500,214,2,1,2,1
3841,30,132,0,12000,207,4,3,2,1
3842,38,179,19,1693.16,182,2,1,5,1
3845,31,198,47,5536,193,2,1,2,1
3846,32,208,40,1800,195,2,1,5,1
3848,53,164,0,1289.11,181,2,3,2,1
3849,43,179,85,7500,224,4,1,2,1
3850,43,179,85,7500,224,4,1,2,1
3851,29,122,13,855.53,218,4,1,5,1
3852,29,163,13,3500,195,2,1,2,1
3853,50,252,56,10000,217,2,1,2,1
3855,31,193,31,1198.03,194,4,1,5,1
3856,44,234,0,1246.69,156,2,3,5,1
3860,29,120,41,5436.73,214,4,1,2,1
3861,32,138,0,843,194,4,1,5,1
3862,29,146,16,1400,180,2,1,2,1
3863,21,152,23,3250,160,1,1,4,1
3864,33,205,0,1600,171,2,1,5,1
3865,26,114,4,3000,189,2,2,2,1
3866,35,169,0,833.84,180,2,1,4,1
3868,33,155,31,1800,181,2,1,2,1
3869,31,186,19,1500,198,2,1,2,1
3871,39,157,17,10000,201,3,1,4,1
3872,36,218,10,14000,223,1,1,2,1
3875,31,176,14,2478.27,192,2,5,5,1
3877,25,143,12,726.68,188,4,4,1,1
3878,41,284,5,5412,194,4,1,5,1
3881,53,193,0,2400,197,2,3,5,1
3884,36,151,0,1346.81,177,2,2,5,1
3885,37,185,21,806,197,2,3,2,1
3886,41,123,0,2790.75,185,2,5,5,1
3887,53,315,6,1407.79,225,4,5,2,1
3888,40,177,41,1065.79,199,4,5,5,1
3889,45,174,0,1333.85,204,4,3,5,1
3890,32,164,0,745.89,166,2,1,5,1
3896,26,141,0,1240.55,169,2,1,5,1
3900,34,257,64,5000,208,2,1,2,1
3901,35,131,105,5650,197,2,3,2,1
3904,38,219,0,1769.94,201,4,1,5,1
3905,57,236,0,934.26,194,2,1,1,1
3908,36,144,0,1200,199,2,5,2,1
3909,28,137,19,1103.88,196,2,5,2,1
3914,49,118,64,1400,182,2,1,5,1
3915,62,152,0,10000,199,2,5,2,1
3916,52,534,0,1250,199,4,3,5,1
3924,25,123,17,6325,194,2,1,2,1
3925,29,185,0,10000,219,4,3,2,1
3926,39,181,0,1572.49,177,2,2,1,1
3929,49,183,86,11490,200,2,1,2,1
3931,31,126,0,1250,183,2,2,2,1
3933,38,147,90,9000,202,2,1,2,1
3934,33,210,0,1349.34,207,4,1,2,1
3936,29,184,25,5454.69,214,2,1,4,1
3939,49,219,15,820,183,2,1,5,1
3941,28,210,0,1283.17,196,4,1,5,1
3943,27,187,66,1715,187,2,1,2,1
3945,44,151,41,2000,212,4,1,2,1
3946,49,224,0,915,178,2,3,1,1
3947,26,116,0,1600,174,2,3,5,1
3948,34,170,0,1600,207,2,1,5,1
3949,60,566,3,4715.77,219,4,1,5,1
3950,31,233,74,2000,188,2,3,2,1
3954,32,174,40,4840,219,4,1,2,1
3955,41,174,55,3993.34,216,4,3,5,1
3957,63,151,0,1036,195,2,1,2,1
3965,28,156,0,971.77,194,4,2,5,1
3966,32,231,37,6864,188,2,1,2,1
3969,28,160,15,1950,200,2,5,4,1
3973,26,160,0,615.68,172,2,1,2,1
3978,44,193,5,2200,205,2,2,2,1
3980,32,135,11,8500,195,2,1,2,1
3982,30,136,0,2940,231,4,1,2,1
3983,28,229,0,1200,175,2,1,5,1
3984,41,162,7,3800,219,2,1,2,1
3985,34,124,6,3985.49,202,2,1,2,1
3986,32,153,0,2000,188,2,1,2,1
3987,39,180,33,2100,194,2,1,5,1
3989,49,194,0,4200,198,2,1,2,1
3990,37,131,49,4697,196,2,1,2,1
3993,25,206,0,978.4,177,2,1,2,1
3996,28,165,16,2000,180,2,1,5,1
3997,30,174,28,1568.73,183,2,3,2,1
4000,46,405,22,1450,199,4,3,1,1
4004,32,141,0,2636.18,214,4,1,2,1
4006,37,151,12,2200,197,2,3,2,1
4008,35,145,55,5142,221,4,1,2,1
4009,41,183,32,2000,188,2,1,2,1
4016,30,248,0,8728.4,214,4,3,2,1
4017,46,278,0,6550,211,2,1,5,1
4024,39,150,35,3500,216,4,1,2,1
4030,30,138,15,1400,177,2,1,5,1
4032,29,122,15,2296.13,219,4,2,2,1
4037,27,143,0,2084,196,2,3,2,1
4039,33,129,36,1185.97,183,2,1,2,1
4041,37,162,29,1000,204,4,1,2,1
4044,28,129,17,1600,193,4,3,5,1
4045,31,201,14,4150.28,193,2,4,2,1
4047,42,185,70,2500,224,2,3,2,1
4048,42,132,0,1700,197,4,1,5,1
4049,34,122,13,13000,213,2,1,5,1
4051,42,277,0,1900,168,2,3,4,1
4055,27,129,34,5100,222,4,1,5,1
4056,31,160,0,1000,210,4,5,5,1
4060,33,242,0,2119.29,192,2,1,5,1
4061,46,296,104,30000,230,4,1,5,1
4062,30,151,0,3200,210,2,1,4,1
4068,28,161,29,752.04,168,2,3,1,1
4069,38,183,0,7500,195,2,3,2,1
4072,42,351,86,4406,173,2,3,2,1
4073,46,126,0,1775.74,197,2,3,5,1
4075,27,138,0,3286,167,2,1,2,1
4076,38,161,9,1567.85,198,4,2,5,1
4077,35,218,47,2400,195,2,2,2,1
4078,26,162,17,1800,193,2,1,5,1
4079,31,158,16,1200,178,2,1,2,1
4081,35,210,24,1250,185,2,1,2,1
4082,57,354,21,4000,219,2,1,2,1
4085,50,161,83,2800,199,2,1,2,1
4087,64,282,25,2100,230,4,3,5,1
4088,37,173,0,1850,183,2,1,4,1
4090,44,275,0,1536.25,199,4,1,5,1
4091,32,205,61,3200,200,2,1,2,1
4092,41,251,93,2500,192,2,3,2,1
4094,59,149,0,7000,232,4,1,2,1
4095,59,149,0,7000,232,4,1,2,1
4099,21,134,0,1277.67,159,2,1,2,1
4102,37,272,28,2483,215,2,1,1,1
4106,29,108,25,813,197,2,1,2,1
4109,42,257,0,6000,216,4,1,4,1
4110,41,157,0,4000,218,4,1,4,1
4111,35,170,57,8200,209,4,1,2,1
4112,51,244,0,7000,209,4,1,2,1
4116,35,219,40,2231,194,2,1,5,1
4117,47,208,61,18200,204,4,1,2,1
4119,53,308,23,10000,180,2,1,2,1
4121,26,154,32,1450,164,2,1,5,1
4122,27,139,14,1455.18,179,2,1,2,1
4123,49,281,100,23000,204,4,1,5,1
4125,24,136,0,1500,166,2,5,2,1
4128,36,194,36,1500,213,2,1,2,1
4129,41,136,13,1646.71,182,2,5,5,1
4130,34,135,13,1016.17,194,4,2,5,1
4132,37,190,22,2234,194,2,1,5,1
4134,55,333,18,2398.72,230,4,5,5,1
4139,35,183,0,3000,196,4,1,2,1
4143,31,177,0,1360,175,2,2,5,1
4145,38,206,0,2800,177,2,3,2,1
4149,52,114,0,1500,182,2,1,5,1
4150,63,198,103,2100,214,2,1,2,1
4152,28,156,11,1300,214,2,1,2,1
4153,30,193,0,893,171,2,3,2,1
4155,30,177,0,2500,200,2,1,2,1
4156,50,210,0,2100,209,2,3,5,1
4157,46,260,47,3000,210,4,1,2,1
4159,34,157,15,1742.37,190,2,1,2,1
4161,32,180,54,9000,205,2,2,4,1
4167,45,202,99,2000,205,2,1,2,1
4168,37,200,82,5200,213,4,1,5,1
4169,24,151,10,844.76,156,2,1,5,1
4170,58,306,71,7500,219,2,1,2,1
4171,30,120,74,2655,219,4,1,2,1
4172,49,363,6,2200,197,2,2,5,1
4176,41,229,95,3509,185,2,1,2,1
4180,40,157,0,28000,224,4,1,2,1
4181,26,166,0,1000,197,2,5,5,1
4182,31,175,17,2195,194,2,1,2,1
4183,34,150,8,2179.74,197,2,1,2,1
4184,21,150,0,1500,161,2,5,2,1
4189,26,142,10,1666.18,162,2,1,5,1
4191,34,141,27,6580,175,2,1,2,1
4194,36,135,42,2450,216,2,1,2,1
4196,45,184,0,30000,192,2,3,4,1
4197,31,187,0,700,220,2,3,2,1
4200,47,184,12,1000,175,2,2,5,1
4205,32,183,0,4100,222,4,1,2,1
4206,31,206,1,2000,188,2,1,2,1
4207,28,144,16,1652.94,188,2,1,2,1
4208,28,143,0,2870,219,4,1,2,1
4211,32,330,81,15500,215,2,1,2,1
4214,35,147,37,4500,235,4,1,2,1
4215,39,248,8,5500,202,2,1,2,1
4224,33,234,83,2022,192,2,1,5,1
4227,54,198,91,6100,224,4,1,2,1
4229,30,117,59,2000,178,2,1,5,1
4231,33,199,55,1988.51,198,4,2,5,1
4234,28,129,0,1343.87,185,2,5,2,1
4238,44,136,28,2073.39,207,4,1,2,1
4239,30,162,27,4300,212,2,1,2,1
4240,22,210,18,2000,164,2,1,2,1
4242,35,152,27,11000,195,2,1,2,1
4247,51,328,0,4500,205,2,1,2,1
4248,23,157,20,600,164,2,3,4,1
4249,58,207,34,12100,213,4,1,2,1
4252,21,137,4,1472.87,161,2,1,5,1
4255,67,181,19,3940,212,2,1,5,1
4256,54,159,0,1200,180,2,1,5,1
4257,37,154,0,5000,195,2,1,2,1
4258,25,150,12,1309.35,161,2,3,5,1
4261,43,191,0,2300,197,2,2,5,1
4262,25,166,11,1108.61,196,2,1,2,1
4263,34,207,23,3000,213,4,1,5,1
4264,32,153,32,2353,195,2,3,2,1
4265,32,249,0,1700,202,2,1,2,1
4267,32,226,0,3500,212,4,3,2,1
4269,26,124,75,3372,205,2,1,5,1
4272,30,230,32,1700,183,2,1,4,1
4273,27,161,29,2050,182,2,1,2,1
4276,35,135,0,2000,185,2,5,2,1
4279,46,146,109,1016,224,4,1,2,1
4280,42,137,32,2160.5,216,4,1,5,1
4282,43,122,43,3400,185,2,1,2,1
4283,29,158,21,1400,185,2,1,2,1
4285,29,137,20,1065.55,175,2,1,5,1
4286,40,132,44,15600,224,2,1,2,1
4287,34,155,15,1591.92,211,2,1,2,1
4289,54,168,83,2890,217,4,5,2,1
4290,29,118,14,2500,207,2,5,2,1
4293,34,158,17,2400,202,2,1,2,1
4294,36,210,102,6500,197,2,1,2,1
4295,22,122,0,998.72,164,2,1,2,1
4296,55,146,0,1560.93,196,2,5,5,1
4298,46,201,35,1321.74,188,2,3,2,1
4303,29,129,18,1117.66,175,2,1,5,1
4307,27,178,29,1400,200,2,1,2,1
4312,34,258,0,696.07,196,4,3,5,1
4313,37,164,41,3900,202,2,1,2,1
4316,23,120,0,1112.5,156,2,1,5,1
4317,42,276,87,2950,202,2,5,5,1
4319,29,182,37,3838.41,187,1,3,2,1
4320,57,606,0,1240.29,194,2,3,1,1
4325,26,156,11,897.14,169,2,1,5,1
4327,35,123,63,2500,195,2,3,2,1
4329,31,136,16,950,202,4,1,4,1
4331,37,219,0,1114.9,177,2,2,5,1
4334,29,198,38,1500,228,4,1,4,1
4336,42,174,45,1651.58,205,2,3,2,1
4337,26,155,21,4100,186,2,1,5,1
4339,49,373,40,9190,204,2,2,2,1
4342,34,135,0,2100,200,2,2,2,1
4343,39,211,47,1200,177,2,1,5,1
4344,26,147,21,1050,207,4,1,5,1
4348,38,228,113,23175,196,4,5,2,1
4352,40,164,0,13500,218,2,1,2,1
4354,50,421,76,9120,215,4,1,2,1
4355,33,198,17,2100,192,2,1,5,1
4356,50,180,63,4600,219,4,1,2,1
4359,35,242,78,3003,195,2,1,2,1
4360,35,242,78,3003,195,2,1,2,1
4361,35,142,0,1169.8,185,2,3,2,1
4362,57,243,101,7068,231,4,1,2,1
4363,34,121,7,2500,197,2,1,2,1
4365,61,143,0,3200,214,2,1,2,1
4367,34,139,21,2407,190,2,1,2,1
4368,45,133,98,21450,233,4,1,5,1
4370,59,341,0,1200,214,4,3,2,1
4373,32,134,0,6800,219,4,3,2,1
4374,32,134,0,6800,219,4,3,2,1
4376,24,177,0,650,164,2,3,2,1
4379,30,120,6,814.31,197,2,1,4,1
4380,58,352,0,1600,200,2,1,2,1
4382,30,147,0,2000,183,2,2,2,1
4384,26,174,33,3300,213,2,1,2,1
4388,27,149,17,965.58,169,2,1,5,1
4391,29,159,29,8000,200,2,1,2,1
4393,57,297,11,1700,179,2,1,5,1
4397,27,123,3,2500,192,2,1,5,1
4400,23,174,0,2300,188,2,1,2,1
4401,31,158,18,3200,211,2,1,5,1
4402,37,162,11,3000,221,4,1,2,1
4403,33,171,29,4000,216,2,1,2,1
4405,37,128,0,2004.44,201,4,3,5,1
4406,30,149,20,2350,233,4,1,2,1
4414,27,146,0,1250,172,2,1,2,1
4415,37,97,29,2800,194,2,5,5,1
4416,39,157,0,3829.94,240,4,5,2,1
4417,25,178,37,1500,179,2,1,2,1
4419,62,135,0,1800,199,2,1,5,1
4420,33,150,50,2500,235,4,1,2,1
4422,39,262,0,2800,195,2,1,2,1
4423,38,234,16,8000,221,4,1,2,1
4424,51,210,24,2100,224,2,1,2,1
4425,32,182,0,2700,203,2,2,2,1
4430,37,138,90,5500,216,4,5,2,1
4431,37,198,0,2100,209,2,1,2,1
4434,64,170,0,1300,210,4,1,1,1
4436,32,175,0,1105.86,175,2,1,5,1
4438,41,263,0,1920,193,2,3,2,1
4440,40,184,100,5555,204,4,2,2,1
4442,26,136,24,887.72,188,4,1,5,1
4445,25,123,0,1800,193,2,1,5,1
4446,25,118,16,5000,213,4,3,2,1
4447,41,184,101,5555,204,4,2,2,1
4448,34,153,98,7248.19,221,4,1,2,1
4450,38,149,6,14850,202,2,1,2,1
4451,26,185,0,30000,225,4,3,2,1
4452,55,425,0,2400,177,2,1,5,1
4453,25,126,15,3500,208,4,2,2,1
4455,55,241,83,14200,226,4,1,2,1
4461,38,136,96,6353,214,2,1,2,1
4462,33,150,33,5845.5,219,4,3,2,1
4463,35,207,6,11341,221,2,1,2,1
4464,37,131,50,4697,196,2,1,2,1
4466,40,149,19,3900,226,4,3,2,1
4468,33,210,76,2800,212,2,1,2,1
4469,37,157,11,8000,221,2,1,2,1
4470,52,128,0,1144.09,178,2,3,1,1
4472,51,487,57,4500,197,2,1,5,1
4476,29,162,54,15900,239,4,1,2,1
4479,53,124,19,2250,216,4,5,5,1
4482,36,242,39,4200,202,2,3,2,1
4483,36,242,39,4200,202,2,3,2,1
4484,57,165,22,1360,214,2,1,2,1
4485,30,183,18,2700,214,2,1,2,1
4488,32,145,0,1800,181,2,3,2,1
4489,37,153,26,5600,202,2,1,2,1
4491,32,206,28,1326.49,192,2,1,5,1
4493,28,130,29,3500,211,2,1,5,1
4499,41,174,27,2300,205,2,1,2,1
4500,40,264,79,1347.8,180,2,1,5,1
4501,53,184,0,9740,212,2,1,2,1
4502,33,208,31,2481.35,195,2,1,4,1
4503,29,210,21,8900,229,2,1,2,1
4504,56,354,14,3557,197,2,1,4,1
4505,33,195,87,4800,212,4,1,2,1
4506,33,195,87,4800,212,4,1,2,1
4508,21,117,0,900,164,2,1,2,1
4510,49,206,50,8500,205,4,3,2,1
4511,62,210,90,30000,211,2,1,3,1
4512,44,248,0,1600,204,4,1,5,1
4515,36,194,58,2129.42,221,4,1,2,1
4520,30,203,0,824.93,176,3,3,5,1
4521,30,122,20,13830,200,2,1,2,1
4522,49,165,91,16250,173,2,1,2,1
4523,39,118,12,6350,221,4,1,2,1
4524,32,134,0,2099.28,211,4,1,5,1
4526,37,250,59,6600,220,4,1,2,1
4527,28,219,11,2500,219,4,3,2,1
4531,35,203,44,8080,170,2,1,2,1
4534,35,146,23,2040,204,2,1,2,1
4535,46,208,93,6000,198,2,1,2,1
4536,39,290,87,12350,218,4,1,2,1
4541,32,148,14,1458.37,183,2,1,2,1
4545,21,174,8,865.48,202,4,1,2,1
4549,38,240,92,11233,202,2,1,2,1
4550,38,240,92,11233,202,2,1,2,1
4551,50,121,0,1450,184,2,5,2,1
4553,34,237,0,3000,187,2,3,2,1
4554,36,138,57,3139,202,2,1,2,1
4556,38,167,15,1000,177,2,2,5,1
4558,31,202,0,2300,211,4,3,5,1
4560,35,142,0,3500,227,2,3,5,1
4561,26,161,48,2300,206,2,1,2,1
4565,43,221,76,8000,191,2,1,2,1
4567,34,282,8,1500,179,2,1,5,1
4568,51,206,39,1200,187,2,1,2,1
4569,55,193,10,1761.3,196,2,1,5,1
4571,37,162,25,14000,189,1,1,2,1
4574,28,130,0,4054.39,195,2,1,2,1
4577,38,136,15,2168.96,185,2,4,4,1
4579,44,360,0,754.79,199,4,3,5,1
4580,44,138,50,1353.34,200,4,1,2,1
4581,38,202,79,5500,199,2,1,2,1
4582,37,258,19,2100,194,2,2,5,1
4583,43,204,0,2120,219,4,3,2,1
4584,37,228,3,2524.42,194,2,1,5,1
4585,37,130,50,14214,235,4,1,2,1
4586,30,171,43,2800,211,2,1,5,1
4587,27,131,37,5100,227,4,1,2,1
4588,33,245,54,2200,205,2,3,4,1
4592,45,161,102,2322.38,201,3,5,2,1
4594,31,198,7,1237.93,180,2,1,2,1
4595,39,131,110,1085.93,188,2,5,2,1
4604,45,199,42,2200,187,2,1,2,1
4605,47,212,0,2400,224,2,1,2,1
4607,64,205,52,30000,230,4,1,2,1
4608,40,191,90,7500,224,4,1,2,1
4609,34,295,0,1600,214,4,1,2,1
4610,36,214,55,4500,192,2,3,5,1
4611,34,150,0,850,177,2,1,5,1
4616,34,124,56,2000,190,2,1,2,1
4617,61,282,0,2000,211,2,1,5,1
4618,34,180,83,25000,221,4,1,4,1
4620,35,153,72,3600,216,2,1,2,1
4623,46,246,0,5050,200,2,1,4,1
4624,37,249,11,1319.66,180,3,1,5,1
4629,30,151,6,3289.5,200,2,1,2,1
4630,30,168,35,2100,203,2,1,2,1
4631,31,130,17,1337.77,170,2,2,5,1
4633,45,166,103,7500,197,4,3,2,1
4634,27,156,22,1750,234,4,5,2,1
4635,31,154,30,600,178,2,1,2,1
4636,53,236,110,11700,223,4,1,2,1
4637,32,148,25,3200,219,2,1,2,1
4638,52,234,87,8633,205,2,1,2,1
4639,33,193,52,2500,200,2,1,2,1
4640,63,210,23,6600,218,2,1,2,1
4641,40,123,122,16241,219,2,3,2,1
4642,41,279,21,3000,205,2,1,2,1
4643,52,279,68,6600,200,4,1,2,1
4644,33,210,75,2800,212,2,1,2,1
4646,28,145,15,1800,173,2,1,5,1
4648,44,198,0,7201.11,218,4,1,2,1
4649,53,474,64,3880,176,4,3,5,1
4651,50,252,26,5700,224,4,5,2,1
4661,48,420,0,8857.51,196,4,1,2,1
4662,35,167,40,4571,240,4,1,2,1
4663,53,438,113,9208,204,4,1,2,1
